period_date,year,month,month_name,year_month,quarter,is_pre_covid,is_covid_period,is_post_covid,covid_dummy,region_code,region_name,region_short,treatment_code,treatment_name,specialty_group,part_type,part_description,waiting_list_size,patients_within_18wks,patients_over_18wks,pct_within_18wks,waiting_over_52wks,total_patients,provider_count,commissioner_count
2022-07-01,2022,7,July     ,2022-07,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1874030,1121696,632585,59.8548,,,117,125
2022-07-01,2022,7,July     ,2022-07,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,880735,495515,324906,56.2615,,,51,121
2022-07-01,2022,7,July     ,2022-07,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,804762,455412,289991,56.5897,,,51,122
2022-08-01,2022,8,August   ,2022-08,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,718776,459348,235778,63.9070,,,30,123
2022-08-01,2022,8,August   ,2022-08,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,907956,570749,304264,62.8609,,,64,124
2022-08-01,2022,8,August   ,2022-08,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1029988,640879,332977,62.2220,,,78,125
2022-08-01,2022,8,August   ,2022-08,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,763404,511703,220671,67.0291,,,55,120
2022-08-01,2022,8,August   ,2022-08,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1909014,1137662,650666,59.5942,,,116,125
2022-08-01,2022,8,August   ,2022-08,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,879523,492090,324742,55.9496,,,51,120
2022-08-01,2022,8,August   ,2022-08,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,824127,460923,300250,55.9286,,,51,125
2022-09-01,2022,9,September,2022-09,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,715770,451600,240576,63.0929,,,30,124
2022-09-01,2022,9,September,2022-09,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,928625,568987,324425,61.2720,,,64,124
2022-09-01,2022,9,September,2022-09,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1040941,636565,347661,61.1528,,,78,126
2022-09-01,2022,9,September,2022-09,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,766381,504184,230115,65.7876,,,55,121
2022-09-01,2022,9,September,2022-09,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1922514,1116845,681918,58.0929,,,116,125
2022-09-01,2022,9,September,2022-09,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,891102,486431,339855,54.5876,,,50,120
2022-09-01,2022,9,September,2022-09,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,837074,454052,314612,54.2428,,,51,125
2022-10-01,2022,10,October  ,2022-10,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,720441,460730,235997,63.9511,,,30,124
2022-10-01,2022,10,October  ,2022-10,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,940580,578069,326707,61.4588,,,63,124
2022-10-01,2022,10,October  ,2022-10,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1053233,647469,349011,61.4744,,,79,127
2022-10-01,2022,10,October  ,2022-10,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,774881,510744,232040,65.9126,,,55,122
2022-10-01,2022,10,October  ,2022-10,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1943379,1130063,688578,58.1494,,,118,125
2022-10-01,2022,10,October  ,2022-10,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,902148,495141,339261,54.8847,,,51,121
2022-10-01,2022,10,October  ,2022-10,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,647509,375796,225978,58.0372,,,50,124
2022-11-01,2022,11,November ,2022-11,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,717935,463072,231552,64.5005,,,30,124
2022-11-01,2022,11,November ,2022-11,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,935508,572009,328521,61.1442,,,64,125
2022-11-01,2022,11,November ,2022-11,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1047554,639767,352311,61.0725,,,78,125
2022-11-01,2022,11,November ,2022-11,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,773754,510535,231659,65.9816,,,55,123
2022-11-01,2022,11,November ,2022-11,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1942534,1127174,692003,58.0260,,,118,125
2022-11-01,2022,11,November ,2022-11,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,892385,489037,335204,54.8011,,,51,121
2022-11-01,2022,11,November ,2022-11,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,646256,374825,226177,57.9995,,,50,124
2022-12-01,2022,12,December ,2022-12,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,719973,451386,245314,62.6949,,,30,125
2022-12-01,2022,12,December ,2022-12,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,935852,555683,344778,59.3772,,,64,126
2022-12-01,2022,12,December ,2022-12,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1048614,617064,375973,58.8457,,,79,126
2022-12-01,2022,12,December ,2022-12,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,775404,496640,247215,64.0492,,,55,122
2022-12-01,2022,12,December ,2022-12,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2028553,1128435,773631,55.6276,,,118,125
2022-12-01,2022,12,December ,2022-12,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,885815,469616,347790,53.0151,,,51,122
2022-12-01,2022,12,December ,2022-12,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,640372,361658,234995,56.4762,,,50,124
2023-01-01,2023,1,January  ,2023-01,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,723276,461285,239491,63.7772,,,30,124
2023-01-01,2023,1,January  ,2023-01,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,936749,560565,342466,59.8415,,,63,126
2023-01-01,2023,1,January  ,2023-01,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1052628,630544,370706,59.9019,,,79,126
2023-01-01,2023,1,January  ,2023-01,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,775545,504574,242022,65.0606,,,55,122
2023-01-01,2023,1,January  ,2023-01,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2018671,1138063,764560,56.3768,,,119,125
2023-01-01,2023,1,January  ,2023-01,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,881645,475866,343260,53.9748,,,51,123
2023-01-01,2023,1,January  ,2023-01,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,851624,451244,334084,52.9863,,,51,127
2023-02-01,2023,2,February ,2023-02,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,726725,463871,240410,63.8303,,,30,125
2023-02-01,2023,2,February ,2023-02,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,941294,564185,342989,59.9372,,,63,125
2023-02-01,2023,2,February ,2023-02,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1052160,632382,371688,60.1032,,,79,126
2023-02-01,2023,2,February ,2023-02,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,778339,506748,244347,65.1063,,,55,122
2023-02-01,2023,2,February ,2023-02,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2018324,1141326,765779,56.5482,,,121,125
2023-02-01,2023,2,February ,2023-02,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,885145,479281,346113,54.1472,,,52,121
2023-02-01,2023,2,February ,2023-02,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,842948,449986,331270,53.3824,,,50,126
2023-03-01,2023,3,March    ,2023-03,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,737416,469660,245142,63.6900,,,30,126
2023-03-01,2023,3,March    ,2023-03,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,950302,568908,345661,59.8660,,,63,124
2023-03-01,2023,3,March    ,2023-03,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1071772,644524,379527,60.1363,,,80,127
2023-03-01,2023,3,March    ,2023-03,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,793525,518268,248598,65.3121,,,55,123
2023-03-01,2023,3,March    ,2023-03,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2044561,1161658,775129,56.8170,,,121,125
2023-03-01,2023,3,March    ,2023-03,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,905017,492688,353165,54.4396,,,52,120
2023-03-01,2023,3,March    ,2023-03,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,856856,458761,336528,53.5400,,,50,123
2023-04-01,2023,4,April    ,2023-04,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,746056,473722,248425,63.4968,,,30,126
2023-04-01,2023,4,April    ,2023-04,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,961265,570441,352547,59.3427,,,64,124
2023-04-01,2023,4,April    ,2023-04,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1088957,649064,389832,59.6042,,,80,127
2023-04-01,2023,4,April    ,2023-04,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,799572,518257,252844,64.8168,,,56,118
2023-04-01,2023,4,April    ,2023-04,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2059281,1164651,786206,56.5562,,,121,125
2023-04-01,2023,4,April    ,2023-04,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,925257,501516,362864,54.2029,,,51,115
2023-04-01,2023,4,April    ,2023-04,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,863656,461775,338614,53.4675,,,51,120
2023-05-01,2023,5,May      ,2023-05,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,752447,485547,241775,64.5291,,,30,121
2023-05-01,2023,5,May      ,2023-05,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,973492,589382,343081,60.5431,,,64,123
2023-05-01,2023,5,May      ,2023-05,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1094526,663635,378442,60.6322,,,80,127
2023-05-01,2023,5,May      ,2023-05,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,805115,530997,244555,65.9529,,,56,117
2023-05-01,2023,5,May      ,2023-05,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2078360,1204047,764061,57.9326,,,122,123
2023-05-01,2023,5,May      ,2023-05,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,927162,508659,355340,54.8619,,,52,116
2023-05-01,2023,5,May      ,2023-05,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,873255,480423,327137,55.0152,,,51,122
2023-06-01,2023,6,June     ,2023-06,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,759379,485393,248139,63.9197,,,30,120
2023-06-01,2023,6,June     ,2023-06,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,983762,594522,347656,60.4335,,,63,124
2023-06-01,2023,6,June     ,2023-06,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1101539,663847,384941,60.2654,,,80,126
2023-06-01,2023,6,June     ,2023-06,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,813238,534098,249960,65.6755,,,56,117
2023-06-01,2023,6,June     ,2023-06,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2111401,1215100,788269,57.5495,,,122,124
2023-06-01,2023,6,June     ,2023-06,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,948033,520455,365455,54.8984,,,52,117
2023-06-01,2023,6,June     ,2023-06,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,886717,485817,335184,54.7883,,,51,116
2023-07-01,2023,7,July     ,2023-07,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,766286,483339,256011,63.0755,,,29,120
2023-07-01,2023,7,July     ,2023-07,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,996794,598390,356192,60.0315,,,63,124
2023-07-01,2023,7,July     ,2023-07,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1113661,665279,394851,59.7380,,,79,125
2023-07-01,2023,7,July     ,2023-07,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,825832,541308,255981,65.5470,,,56,117
2023-07-01,2023,7,July     ,2023-07,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2142758,1219947,814544,56.9335,,,124,124
2023-07-01,2023,7,July     ,2023-07,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,961300,520069,378561,54.1006,,,52,117
2023-07-01,2023,7,July     ,2023-07,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,897113,485532,343101,54.1216,,,52,116
2023-08-01,2023,8,August   ,2023-08,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,770618,480326,262946,62.3300,,,29,120
2023-08-01,2023,8,August   ,2023-08,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1012077,600809,368109,59.3640,,,64,124
2023-08-01,2023,8,August   ,2023-08,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1125352,665300,405016,59.1193,,,78,124
2023-08-01,2023,8,August   ,2023-08,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,831449,544265,259106,65.4598,,,56,118
2023-08-01,2023,8,August   ,2023-08,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2168549,1220362,837740,56.2755,,,124,121
2023-08-01,2023,8,August   ,2023-08,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,970518,519152,386971,53.4923,,,53,116
2023-08-01,2023,8,August   ,2023-08,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,896846,480343,347614,53.5591,,,51,118
2023-09-01,2023,9,September,2023-09,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,776710,478502,270352,61.6063,,,29,120
2023-09-01,2023,9,September,2023-09,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1028104,602768,381927,58.6291,,,65,120
2023-09-01,2023,9,September,2023-09,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1101442,648862,398869,58.9102,,,78,122
2023-09-01,2023,9,September,2023-09,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,828221,540160,260728,65.2193,,,57,119
2023-09-01,2023,9,September,2023-09,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2161724,1209215,843176,55.9375,,,124,121
2023-09-01,2023,9,September,2023-09,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,973653,517492,391650,53.1495,,,54,115
2023-09-01,2023,9,September,2023-09,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,903672,480857,356471,53.2115,,,52,118
2023-10-01,2023,10,October  ,2023-10,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,799226,492895,277634,61.6715,,,30,119
2023-10-01,2023,10,October  ,2023-10,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1019582,604537,372354,59.2926,,,64,120
2023-10-01,2023,10,October  ,2023-10,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1123408,667514,403888,59.4187,,,79,122
2023-10-01,2023,10,October  ,2023-10,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,823944,542021,255963,65.7837,,,58,118
2023-10-01,2023,10,October  ,2023-10,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2130766,1200563,825366,56.3442,,,122,122
2023-10-01,2023,10,October  ,2023-10,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,941401,508121,371088,53.9750,,,54,114
2023-10-01,2023,10,October  ,2023-10,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,895998,482115,350723,53.8076,,,52,119
2023-11-01,2023,11,November ,2023-11,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,806119,492008,284562,61.0342,,,31,119
2023-11-01,2023,11,November ,2023-11,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1011106,600893,369361,59.4293,,,64,120
2023-11-01,2023,11,November ,2023-11,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1110271,661945,398772,59.6201,,,79,123
2023-11-01,2023,11,November ,2023-11,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,815142,531022,258955,65.1447,,,58,118
2023-11-01,2023,11,November ,2023-11,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2099255,1190346,811504,56.7033,,,122,124
2023-11-01,2023,11,November ,2023-11,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,920313,498369,364120,54.1521,,,54,114
2023-11-01,2023,11,November ,2023-11,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,881446,476497,347332,54.0586,,,52,118
2023-12-01,2023,12,December ,2023-12,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,817756,480623,307158,58.7734,,,31,120
2023-12-01,2023,12,December ,2023-12,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1020441,587122,394439,57.5361,,,64,120
2023-12-01,2023,12,December ,2023-12,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1103798,641081,415380,58.0796,,,78,121
2023-12-01,2023,12,December ,2023-12,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,808764,513836,270986,63.5335,,,58,117
2023-12-01,2023,12,December ,2023-12,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2087497,1153204,842209,55.2434,,,123,122
2023-12-01,2023,12,December ,2023-12,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,915178,478235,381281,52.2560,,,54,115
2023-12-01,2023,12,December ,2023-12,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,883839,465244,366245,52.6390,,,52,118
2024-01-01,2024,1,January  ,2024-01,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,815779,477953,307069,58.5885,,,31,122
2024-01-01,2024,1,January  ,2024-01,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1021393,590517,394234,57.8149,,,64,120
2024-01-01,2024,1,January  ,2024-01,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1097040,646265,406219,58.9099,,,79,122
2024-01-01,2024,1,January  ,2024-01,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,803367,514594,265779,64.0547,,,58,117
2024-01-01,2024,1,January  ,2024-01,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2081416,1157888,835006,55.6298,,,123,122
2024-01-01,2024,1,January  ,2024-01,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,908041,479446,375130,52.8000,,,54,117
2024-01-01,2024,1,January  ,2024-01,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,878672,470093,362044,53.5004,,,52,117
2024-02-01,2024,2,February ,2024-02,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,817598,479273,307341,58.6196,,,29,121
2024-02-01,2024,2,February ,2024-02,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1026092,597726,392966,58.2527,,,63,119
2024-02-01,2024,2,February ,2024-02,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1097439,657917,397831,59.9502,,,76,123
2024-02-01,2024,2,February ,2024-02,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,795913,510315,263758,64.1169,,,58,117
2024-02-01,2024,2,February ,2024-02,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2064080,1156427,823798,56.0263,,,121,123
2024-02-01,2024,2,February ,2024-02,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,898671,481288,367766,53.5555,,,52,116
2024-02-01,2024,2,February ,2024-02,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,866650,470353,352728,54.2725,,,50,119
2024-03-01,2024,3,March    ,2024-03,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,829721,483491,313438,58.2715,,,30,120
2024-03-01,2024,3,March    ,2024-03,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1032224,595918,400602,57.7315,,,63,119
2024-03-01,2024,3,March    ,2024-03,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1083643,643179,399042,59.3534,,,74,123
2024-03-01,2024,3,March    ,2024-03,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,800719,509408,269805,63.6188,,,58,119
2024-03-01,2024,3,March    ,2024-03,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2068833,1152023,830954,55.6847,,,121,122
2024-03-01,2024,3,March    ,2024-03,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,896265,480713,364805,53.6351,,,51,115
2024-03-01,2024,3,March    ,2024-03,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,857332,463288,350652,54.0383,,,49,119
2024-04-01,2024,4,April    ,2024-04,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,830866,495374,304404,59.6214,,,30,120
2024-04-01,2024,4,April    ,2024-04,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1029822,605661,390515,58.8122,,,62,120
2024-04-01,2024,4,April    ,2024-04,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1092922,662164,390863,60.5866,,,74,123
2024-04-01,2024,4,April    ,2024-04,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,800770,515482,263540,64.3733,,,59,118
2024-04-01,2024,4,April    ,2024-04,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2083027,1180660,816948,56.6800,,,120,121
2024-04-01,2024,4,April    ,2024-04,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,903020,492385,360073,54.5265,,,50,114
2024-04-01,2024,4,April    ,2024-04,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,860028,472939,344717,54.9911,,,49,118
2024-05-01,2024,5,May      ,2024-05,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,829000,503214,294251,60.7013,,,30,121
2024-05-01,2024,5,May      ,2024-05,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1030383,616738,380039,59.8552,,,62,119
2024-05-01,2024,5,May      ,2024-05,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1092725,663657,387941,60.7341,,,74,124
2024-05-01,2024,5,May      ,2024-05,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,813758,530339,260079,65.1716,,,59,118
2024-05-01,2024,5,May      ,2024-05,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2095370,1205734,803804,57.5428,,,121,122
